Persistent EPS in the Last Four Seasons,Non-industry income and expenditure/revenue,Borrowing dependency,Total debt/Total net worth,Net Income to Total Assets,Current Liability to Assets,Net worth/Assets,Quick Ratio,ROA(C) before interest and depreciation before interest,ROA(B) before interest and depreciation after tax,Equity to Liability,Net Income to Stockholder's Equity,Revenue Per Share (Yuan ¥),Retained Earnings to Total Assets,Operating Profit Rate,Degree of Financial Leverage (DFL),ROA(A) before interest and % after tax,Debt ratio %,Accounts Receivable Turnover,Net Value Per Share (C),Bankrupt?
0.199394913,0.303528152,0.377100002,0.011094393,0.78785469,0.131287738,0.837591075,0.005039383,0.430214986,0.486000321,0.022118617,0.83921165,0.031928248,0.930311861,0.998905537,0.026455484,0.521860009,0.162408925,0.000493036,0.174371076,0
0.226718351,0.303471352,0.373964119,0.004471133,0.808818401,0.066525677,0.902953714,0.000982549,0.47545459,0.531505969,0.039211504,0.840929348,0.018800006,0.948075177,0.999087177,0.026793301,0.548680768,0.097046286,0.007594372,0.213476044,0
0.221423844,0.303411411,0.383325915,0.015261857,0.802154057,0.190209672,0.81455392,0.000323149,0.475015844,0.527116013,0.018901232,0.840806347,0.014141597,0.937232959,0.999119299,0.027005519,0.544319669,0.18544608,0.001345196,0.185959294,0
0.233525574,0.303479087,0.389341576,0.021516702,0.811307635,0.194507003,0.791698159,0.003168486,0.517622971,0.571979228,0.016396473,0.842419516,0.065142097,0.936524167,0.999042576,0.027347841,0.57773659,0.208301841,0.001568381,0.177995028,0
0.230027418,0.303593894,0.378151261,0.008266535,0.814599953,0.14736533,0.859449164,0.00019651,0.494418174,0.544408159,0.02611998,0.841685101,0.0216737,0.938695858,0.999084866,0.026792556,0.562200174,0.140550836,0.049114869,0.18777127,0
0.227852888,0.303536369,0.370082289,0.016748283,0.808909888,0.199545866,0.8081144,0.003525322,0.49373568,0.539536378,0.018137848,0.841736935,0.087360286,0.938225129,0.998995432,0.026852991,0.55614915,0.1918856,0.001312733,0.177447221,0
0.238820081,0.303533227,0.381439241,0.012358311,0.819409745,0.178140032,0.829639931,0.000540246,0.506898065,0.563520531,0.020915952,0.842592523,0.012825748,0.940893654,0.999308912,0.027126986,0.58138901,0.170360069,0.001178822,0.197421095,0
0.240049163,0.30354072,0.377991335,0.011637896,0.820533322,0.17355697,0.834053874,0.00071804,0.515185492,0.564377108,0.021569306,0.842625634,0.031943373,0.943735964,0.999126347,0.026791157,0.582915395,0.165946126,0.001572439,0.19063672,0
0.212914815,0.303369839,0.381787051,0.012415762,0.788865327,0.177202394,0.829307374,0.001864035,0.460927217,0.513410782,0.020866951,0.839268081,0.018966378,0.928720432,0.998978216,0.026527825,0.521914522,0.170692626,0.000870421,0.168724453,0
0.217925688,0.303501565,0.385711378,0.015019287,0.799885,0.156126737,0.815672522,0.000441055,0.468922147,0.521334119,0.019039855,0.840521573,0.015956562,0.933637814,0.999015075,0.027038673,0.538813781,0.184327478,0.004299352,0.172601239,0
0.25347452,0.303515583,0.369637181,0.006008627,0.873176838,0.122042196,0.88272818,0.008137998,0.618778336,0.753680604,0.031959386,0.845972634,0.044179258,0.932758536,0.999075507,0.026791157,0.741441343,0.11727182,0.003142848,0.168387341,0
0.228798336,0.303500356,0.37671193,0.007500524,0.815017776,0.114526983,0.866644496,0.004020652,0.512455516,0.570266074,0.027713459,0.841648426,0.024517144,0.937888124,0.999070423,0.027089971,0.571140427,0.133355504,0.001034766,0.179259197,0
0.219343859,0.303488755,0.37510261,0.00499731,0.802640347,0.05211306,0.895546755,0.000502192,0.472578365,0.52470689,0.036239389,0.84052033,0.014716336,0.938814362,0.999045811,0.026791157,0.542357174,0.104453245,0.015436276,0.192322279,0
0.224354732,0.303548938,0.369922363,0.005223465,0.810496339,0.11397554,0.892523506,0.009373203,0.496270658,0.542695005,0.035141994,0.841100373,0.046901705,0.941450473,0.999004561,0.026838867,0.557402966,0.107476494,0.000699989,0.188698327,0
0.2475182,0.303533469,0.377821344,0.01167802,0.81865261,0.154858114,0.833812014,0.000646923,0.501194365,0.555757803,0.021531544,0.842432376,0.027042969,0.942831418,0.999197178,0.026792402,0.574847362,0.166187986,0.002755318,0.218448443,0
0.221707478,0.303486096,0.379946229,0.012830684,0.80307674,0.166773878,0.826919007,0.00045166,0.475600838,0.529150383,0.020526497,0.840832913,0.010783913,0.938252005,0.999090643,0.027083617,0.545028347,0.173080993,0.007413795,0.178964224,0
0.226245627,0.303543862,0.37429739,0.009170246,0.813017358,0.117232364,0.851709647,0.003436737,0.507093063,0.553188072,0.024575974,0.841623264,0.047733563,0.937288425,0.999023048,0.027045303,0.565907109,0.148290353,0.001341138,0.180396949,0
0.214805711,0.303488513,0.380045763,0.020020245,0.796115899,0.209135145,0.796263265,0.003982597,0.474625847,0.527169549,0.016854414,0.840065495,0.047960434,0.931631274,0.998980873,0.039088567,0.54143044,0.203736735,0.000527528,0.169440816,0
0.229460149,0.303543379,0.369637181,0.012137627,0.815040182,0.176259181,0.830970161,0.006446143,0.500268123,0.54547888,0.021107736,0.84209606,0.101970749,0.938312548,0.998991966,0.026791982,0.565798081,0.169029839,0.00131882,0.178837807,0
0.218587501,0.303542895,0.374905778,0.013670561,0.800880274,0.183804411,0.822353902,0.003967001,0.485984498,0.531238289,0.019900264,0.840609644,0.054948047,0.934421037,0.998980296,0.027497703,0.546718273,0.177646098,0.00081361,0.183388816,0
0.248652737,0.303499389,0.376805873,0.014195825,0.826179389,0.18594377,0.81966321,0.000990659,0.521376688,0.572193372,0.019545944,0.843608518,0.023488664,0.941553046,0.999277137,0.026812828,0.590819887,0.18033679,0.003104298,0.188403354,0
0.223692919,0.303834867,0.374224697,0.00536846,0.8143304,0.113829737,0.890618859,0.008925909,0.488909472,0.549922373,0.034485994,0.841393151,0.021068712,0.927693003,0.998886471,0.027056552,0.56345399,0.109381141,0.000377385,0.177405082,0
0.243736409,0.3035806,0.373510064,0.006577663,0.834095921,0.126809645,0.876228195,0.000854038,0.526007897,0.580544997,0.030115647,0.84308004,0.019026877,0.946118843,0.99923346,0.026791157,0.597852159,0.123771805,0.003136762,0.186338545,0
0.223976553,0.303358237,0.383278944,0.015148779,0.806060241,0.192786044,0.815067872,0.001051795,0.483352021,0.53584239,0.01896512,0.841282574,0.017756402,0.934717324,0.999141484,0.027132697,0.553259922,0.184932128,0.001373601,0.175888079,0
0.221896568,0.303500598,0.38203309,0.014005234,0.80492881,0.18728131,0.82063065,0.002163479,0.478574562,0.531345361,0.0196715,0.841091887,0.02881256,0.934347602,0.999024088,0.027203004,0.548789795,0.17936935,0.000641149,0.171632042,0
0.258674482,0.303886833,0.385856765,0.016425464,0.82706643,0.184179484,0.809444629,0.000679362,0.522059182,0.574388351,0.018292063,0.844062416,0.025439751,0.944444757,0.999138711,0.026802968,0.592564326,0.190555371,0.003536465,0.197126122,0
0.22530018,0.303457575,0.382612401,0.013742602,0.806039247,0.183260131,0.821960879,0.000993778,0.479793302,0.53177365,0.019850017,0.84120854,0.021749323,0.942983546,0.999095612,0.026799818,0.548898823,0.178039121,0.001945766,0.186254267,0
0.252339983,0.303529843,0.384544928,0.019426586,0.820275239,0.143639336,0.798228376,0.005607078,0.526300395,0.571711548,0.017055408,0.843552255,0.108852489,0.943268833,0.999044424,0.027080936,0.589784126,0.201771624,0.00094955,0.198727403,0
0.227663799,0.303500356,0.369637181,0.010318351,0.814158162,0.159380656,0.842942226,0.009312066,0.517964218,0.558755822,0.023001233,0.841834257,0.065323593,0.93773635,0.999025128,0.026792408,0.573702573,0.157057774,0.001138243,0.173738991,0
0.192682235,0.303515341,0.382657135,0.034941045,0.75067227,0.177421752,0.764458687,0.00255525,0.375810462,0.453236255,0.014037154,0.829970625,0.087965274,0.8879936,0.998902648,0.026636474,0.453227213,0.235541313,0.008955799,0.139437866,0
0.229932873,0.303572141,0.369637181,0.002189515,0.83321451,0.059387033,0.94301176,0.02507589,0.591771072,0.632528508,0.067646787,0.842186644,0.016138058,0.941013598,0.999154194,0.026815589,0.650894025,0.05698824,0.001935621,0.172896212,0
0.23541647,0.303572382,0.369637181,0.009482122,0.821799316,0.151749293,0.849230583,0.008843562,0.502315605,0.548262755,0.024111627,0.842478121,0.057231877,0.945299509,0.999045695,0.026791388,0.57511993,0.150769417,0.000448399,0.197800346,0
0.212631181,0.303479087,0.37178667,0.004008791,0.790793158,0.089188897,0.909967651,0.003586459,0.473017111,0.520745222,0.042444401,0.839696195,0.010753664,0.893215597,0.998954298,0.026184128,0.525894025,0.090032349,0.00096984,0.156841262,0
0.231634679,0.303525251,0.369637181,0.00152655,0.825224532,0.046840862,0.957825679,0.016922296,0.555988885,0.597087639,0.090564153,0.841628707,0.02572712,0.942631572,0.999118144,0.026813317,0.591528565,0.042174321,0.001822,0.192364418,0
0.210078472,0.303168987,0.391390413,0.018807394,0.791779904,0.17464565,0.80034465,0.000429826,0.457904743,0.510305691,0.017278196,0.839452052,0.004476912,0.930044598,0.998863015,0.026386902,0.525730484,0.19965535,0.003017053,0.192238001,1
0.204594876,0.303345669,0.386245954,0.016080759,0.78678553,0.170920124,0.810895789,0.001552739,0.450641057,0.497028749,0.018463264,0.83887236,0.005762512,0.89828104,0.998898488,0.025457824,0.529873528,0.189104211,0.000673612,0.151321057,1
0.252529073,0.303510507,0.404566937,0.032249975,0.813855956,0.237500089,0.768509841,0.001243938,0.494418174,0.549975909,0.014353352,0.843781822,0.034469199,0.93731161,0.999170949,0.02682711,0.567815089,0.231490159,0.000937376,0.192069445,1
0.212536636,0.303346152,0.384443157,0.015311101,0.789876241,0.191835951,0.81431206,0.000505311,0.470482133,0.523529097,0.018873447,0.839289946,0.01170652,0.928536148,0.998977407,0.025319992,0.531127344,0.18568794,0.001018534,0.163457081,1
0.214616621,0.303185422,0.384455459,0.0170939,0.789368631,0.199880062,0.806723705,0.001196526,0.46624092,0.517479522,0.017979327,0.839168215,0.027390837,0.929099556,0.999087408,0.026062427,0.525839512,0.193276295,0.004640216,0.173022629,1
0.210645741,0.303289353,0.387491808,0.018816513,0.793925043,0.169745988,0.800314418,0.001446062,0.466825915,0.519513893,0.017274842,0.839754923,0.011252779,0.930573974,0.999038069,0.022121402,0.538868295,0.199685582,0.00046463,0.174750327,1
0.127540891,0.301842785,0.528356032,0.155945248,0.694075072,0.23551815,0.718777398,0.000211482,0.353678155,0.393918304,0.011086844,0.755344706,0.01553307,0.891517988,0.998691774,0.026655654,0.4019843,0.281222602,0.011684741,0.132358518,1
0.223882008,0.303810456,0.377606619,0.008997893,0.813080476,0.145597775,0.853130574,0.004128576,0.489933213,0.537769688,0.02484762,0.8416142,0.015638943,0.93819034,0.999017964,0.026948476,0.562854339,0.146869426,0.000284053,0.179596309,1
0.20289307,0.303406819,0.375013141,0.004812191,0.77859312,0.059543471,0.898086284,0.000972567,0.439867401,0.490015525,0.037213512,0.838811692,0.002782945,0.925238078,0.998423474,0.026683241,0.504688181,0.101913716,0.003357917,0.172769795,0
0.219438404,0.303508091,0.370255635,0.001034115,0.808091605,0.024855657,0.970069837,0.008168567,0.482718276,0.534236308,0.124436982,0.840668968,0.007516977,0.935657966,0.999114215,0.026919862,0.552387702,0.029930163,0.001209256,0.179259197,0
0.210645741,0.303454192,0.376624698,0.007834286,0.796008463,0.117306749,0.86340962,0.003263309,0.463315946,0.51560576,0.026980826,0.840045597,0.012160261,0.931275636,0.998995317,0.117178408,0.538977322,0.13659038,0.000635062,0.17298049,0
0.215089345,0.303211526,0.380353312,0.012785088,0.800563386,0.175746271,0.8271911,0.0005783,0.468434651,0.521280582,0.020563118,0.840552482,0.007607726,0.932902502,0.999207808,0.027753062,0.545191888,0.1728089,0.003881387,0.176309469,0
0.208565756,0.303216843,0.383016129,0.012233378,0.791028449,0.143705707,0.830395743,0.000983173,0.46165846,0.512447133,0.021023807,0.839508507,0.007380855,0.930222314,0.99903079,0.024366491,0.534234627,0.169604257,0.000839987,0.171252792,0
0.2050676,0.303535886,0.383172699,0.01734103,0.787521773,0.165492337,0.805756266,0.002348759,0.457807244,0.506344023,0.017869702,0.838912834,0.016879169,0.928464991,0.998878268,0.026031789,0.52245966,0.194243734,0.000462601,0.179217058,0
0.208187577,0.303611779,0.37614604,0.009940817,0.796592699,0.151317018,0.845723615,0.002952013,0.46053722,0.512554205,0.023478854,0.840102743,0.021008213,0.924239602,0.998923446,0.036742643,0.540503707,0.154276385,0.000641149,0.171421348,0
0.224543821,0.303501565,0.3770877,0.011064299,0.805763613,0.163143597,0.83777247,0.000563952,0.476965827,0.527651373,0.022150845,0.841044219,0.018195018,0.940477781,0.999096421,0.026797563,0.545082861,0.16222753,0.001339109,0.191184527,0
0.198827645,0.303245122,0.399081379,0.026490302,0.779253013,0.228291651,0.779212141,0.000289462,0.441817384,0.489480165,0.015244913,0.837037538,0.008621081,0.919421723,0.998793687,0.02650171,0.506487135,0.220787859,0.003568929,0.158948211,0
0.205162144,0.303412861,0.377820226,0.00961435,0.787783761,0.137722714,0.848202679,0.001828476,0.454443524,0.503453076,0.023923224,0.839265158,0.017393409,0.927976029,0.998921367,0.026344837,0.519897514,0.151797321,0.000937376,0.202056382,0
0.213765718,0.303296846,0.377691614,0.007458576,0.794956827,0.139528058,0.867037519,0.001292597,0.468434651,0.519085604,0.027809005,0.839957014,0.004764282,0.935922388,0.999074929,0.055253637,0.536360663,0.132962481,0.000631004,0.181239729,0
0.203743973,0.303140466,0.380711188,0.017125817,0.787758396,0.20169396,0.806602775,0.000180914,0.449081071,0.49986616,0.017964788,0.838953356,0.0089387,0.929670799,0.998888667,0.02677312,0.514500654,0.193397225,0.008207116,0.200960769,0
0.203365794,0.303592685,0.375905592,0.010710475,0.800444518,0.166960628,0.840191069,0.004109237,0.44571735,0.496707533,0.022539156,0.840492292,0.026997595,0.931731061,0.998950831,0.028045691,0.544374182,0.159808931,0.00052347,0.175213855,0
0.218492956,0.303480537,0.373451909,0.003596604,0.802332448,0.047452694,0.916618799,0.002809777,0.466825915,0.521387655,0.046005227,0.840453185,0.009891556,0.94701074,0.99906245,0.026791157,0.541266899,0.083381201,0.004017327,0.208840757,0
0.221612934,0.303456609,0.38003458,0.011228445,0.802785505,0.16349195,0.836684101,0.001239571,0.475259591,0.531505969,0.021978562,0.84074534,0.020947714,0.934124216,0.99903495,0.027023159,0.545627998,0.163315899,0.003562842,0.180565505,0
0.223692919,0.303434131,0.390415203,0.023611377,0.803412172,0.204304843,0.785984219,0.001609508,0.504363087,0.559237647,0.015852826,0.84127549,0.052437346,0.934360677,0.999040842,0.028421843,0.561873092,0.214015781,0.001203169,0.174876744,0
0.221802023,0.303469902,0.375315098,0.005690367,0.807200985,0.119801057,0.886567706,0.000668133,0.47769707,0.533326195,0.033144599,0.840886729,0.017741277,0.937159218,0.999055517,0.027015714,0.550915831,0.113432294,0.046107961,0.182503898,0
0.22530018,0.303543137,0.374881174,0.018682461,0.806705585,0.207398354,0.800767905,0.006129856,0.485058256,0.534129236,0.017325127,0.841553252,0.076772993,0.935323275,0.998986651,0.02685285,0.550970345,0.199232095,0.000984042,0.173570435,0
0.231540134,0.303413345,0.383089941,0.01547251,0.81153517,0.194560777,0.81358648,3490000000,0.49480817,0.550243589,0.018784048,0.841980386,0.01173677,0.940250534,0.999283029,0.027122965,0.567924117,0.18641352,0.004906009,0.197421095,0
0.265387161,0.303513166,0.383035141,0.024524207,0.822501884,0.225108788,0.783716782,0.00061074,0.51767172,0.575566144,0.015644692,0.84455511,0.049533403,0.941975119,0.999156159,0.02679988,0.594199738,0.216283218,0.002672131,0.199359488,0
0.221991113,0.303488029,0.38162377,0.011909647,0.805890011,0.173954074,0.832360855,0.000407368,0.489006971,0.538786873,0.021313815,0.841099493,0.024759139,0.934625891,0.99904246,0.027334534,0.555658526,0.167639145,0.001525773,0.172095571,0
0.219627494,0.303499631,0.381915662,0.013686975,0.803164396,0.065752196,0.822263204,0.000351846,0.472870862,0.525509931,0.019888923,0.84087377,0.017983272,0.934766437,0.999037838,0.02698902,0.544592237,0.177736796,0.00513528,0.172601239,0
0.279947055,0.303536369,0.369637181,0.005010989,0.879404058,0.109042664,0.89536536,0.009012623,0.691512699,0.763745383,0.03616942,0.84603212,0.051923106,0.959295231,0.999191169,0.02679182,0.764718709,0.10463464,0.001645481,0.196999705,0
0.205634868,0.303445249,0.378587421,0.008578411,0.781390509,0.118430924,0.856698008,0.003095496,0.450007312,0.511911773,0.025550512,0.838733888,0.01553307,0.927680242,0.998844412,0.026481552,0.514064544,0.143301992,0.000882595,0.170157178,0
0.215940248,0.303514375,0.375384436,0.005352958,0.798107569,0.074824583,0.890830486,0.000625712,0.465704675,0.51710477,0.034553069,0.840199089,0.01147965,0.939198188,0.99899705,0.026836098,0.53456171,0.109169514,0.016895093,0.185664321,0
0.21896568,0.303567548,0.371330379,0.007989312,0.802171763,0.145221129,0.861958461,0.006323871,0.478428314,0.528936239,0.026661015,0.840580535,0.044542251,0.938731441,0.998967239,0.026927884,0.543665504,0.138041539,0.000588396,0.185748599,0
0.220572941,0.303388933,0.379982017,0.009001541,0.799563226,0.149946818,0.853100342,0.000125392,0.473260859,0.522083623,0.024841865,0.840372587,0.007985843,0.940550674,0.999185854,0.026794386,0.536142608,0.146899658,0.000876508,0.199359488,0
0.22530018,0.30341987,0.377313608,0.011312341,0.806646579,0.157283534,0.836139916,0.000615107,0.484960757,0.53760908,0.021892295,0.841147887,0.01553307,0.939203017,0.999131778,0.026999903,0.551897078,0.163860084,0.004561087,0.179680587,0
0.212063912,0.303617097,0.379842222,0.016008718,0.802258053,0.105124711,0.811228346,0.002786695,0.473894603,0.525831147,0.018499855,0.840842937,0.033788587,0.933431048,0.998951756,0.027743988,0.55222416,0.188771654,0.001351283,0.171969154,0
0.212914815,0.303501806,0.384724984,0.0231846,0.794120066,0.218879554,0.787072588,0.003562129,0.467313411,0.520102789,0.015955586,0.83974242,0.030612399,0.931007348,0.998959844,0.023573237,0.534888792,0.212927412,0.000409849,0.168555897,0
0.224449277,0.30354072,0.370161693,0.01647562,0.806400118,0.196750681,0.809233002,0.003011902,0.486471993,0.533968628,0.018267729,0.841394129,0.098144199,0.935396328,0.99898018,0.026799773,0.551079372,0.190766998,0.001270125,0.176309469,0
0.210551196,0.303520175,0.374708947,0.014334437,0.786557823,0.186441463,0.818967863,0.003322574,0.466435919,0.516569409,0.019456809,0.838925809,0.05068288,0.929556381,0.998929339,0.026322084,0.520606193,0.181032137,0.000959695,0.17664658,0
0.245060036,0.303409719,0.386984072,0.017333735,0.818944284,0.200684015,0.805786498,0.000711178,0.521084191,0.563841747,0.017872812,0.843117892,0.022354311,0.939602649,0.999342998,0.026914179,0.579917139,0.194213502,0.003266615,0.187560575,0
0.197125839,0.303234487,0.371518264,0.001967007,0.750599942,0.054580201,0.947788494,0.005708764,0.410471408,0.459607045,0.07373681,0.837479226,0.005460018,0.916359833,0.998491184,0.026749403,0.471489315,0.052211506,0.000150143,0.169777928,0
0.228609246,0.303628698,0.373952935,0.005469683,0.816591586,0.116118633,0.889349095,0.001235204,0.497830644,0.552117351,0.034049412,0.841570044,0.016198557,0.940799638,0.999063374,0.026811562,0.56563454,0.110650905,0.002053301,0.180017698,0
0.21896568,0.303447424,0.371975673,0.002625412,0.806527021,0.051221205,0.934153642,0.004964522,0.472822113,0.528347342,0.058584511,0.840672755,0.016228807,0.935229934,0.999035181,0.027214512,0.545464457,0.065846358,0.000977955,0.172516961,0
0.220194762,0.303518725,0.379797487,0.011717233,0.803436348,0.173853234,0.833539922,0.001682498,0.476917077,0.531291825,0.021494109,0.840830868,0.025439751,0.934651616,0.99900225,0.027418683,0.548353685,0.166460078,0.000992158,0.171927015,0
0.249125461,0.303730454,0.389115668,0.017374771,0.82833297,0.193211758,0.805635336,0.000546484,0.505630576,0.558541678,0.017854814,0.844380948,0.03489269,0.944908082,0.999140675,0.026796011,0.596543829,0.194364664,0.011569091,0.200370823,0
0.230500142,0.303536128,0.384788731,0.016486563,0.808975974,0.196912927,0.809202769,0.000874,0.484278263,0.538305048,0.01826236,0.841728413,0.022082067,0.942266696,0.999092261,0.026806715,0.55571304,0.190797231,0.001300559,0.187813409,0
0.235321925,0.303468452,0.382242223,0.01515881,0.813837678,0.13972893,0.815007407,0.00583166,0.520547945,0.56394882,0.018959491,0.842238667,0.079359318,0.940430612,0.999054708,0.027198645,0.578881378,0.184992593,0.001107808,0.184990097,0
0.22331474,0.303492863,0.370626931,0.008923116,0.800892167,0.129458371,0.853765456,0.009487989,0.493248184,0.538037368,0.024968565,0.84049273,0.069679508,0.932917859,0.999000054,0.026854871,0.541703009,0.146234544,0.00087245,0.188866883,0
0.227663799,0.303522109,0.374267194,0.01778787,0.813568607,0.204457467,0.804033014,0.004081164,0.511236777,0.569088281,0.017679382,0.842438801,0.068605654,0.923613244,0.998996588,0.026964687,0.581879634,0.195966986,0.00401124,0.160802326,0
0.217736598,0.303661569,0.369637181,0.000788809,0.813941302,0.02447382,0.976600054,0.055035203,0.481694535,0.539161625,0.15475306,0.840949644,0.009619311,0.937366006,0.999006294,0.026791383,0.5710314,0.023399946,0.001184909,0.170662846,0
0.220478397,0.303497456,0.369637181,0.006948814,0.798238138,0.126668638,0.872237506,0.008063138,0.476234583,0.525456395,0.029075397,0.840227124,0.042530665,0.938990128,0.998992197,0.026791157,0.534071086,0.127762494,0.000480862,0.188319076,0
0.215656613,0.303508091,0.371802328,0.003349474,0.797521399,0.07728292,0.920821114,0.003693759,0.487203237,0.536270678,0.04853537,0.840140072,0.010647791,0.891972092,0.998977292,0.028750663,0.536960314,0.079178886,0.001024621,0.157051957,0
0.222842016,0.303538786,0.369637181,0.00106968,0.821087214,0.035476224,0.96913263,0.023682854,0.51542924,0.558595214,0.121065087,0.841346354,0.022550932,0.939692967,0.999086946,0.02679316,0.57468382,0.03086737,0.001280269,0.186338545,0
0.192020422,0.235089655,0.382017433,0.011463719,0.728265036,0.147200156,0.835172476,9230000000,0.383756642,0.428288452,0.021739723,0.832983091,0.000136122,0.887981969,0.998130677,0.026606496,0.439053642,0.164827524,0.000428109,0.147149298,1
0.193060414,0.301694382,0.390561708,0.02078352,0.778221837,0.204257536,0.793874898,0.000183409,0.439233657,0.486749826,0.016612755,0.837361039,0.002223331,0.919510056,0.998257779,0.026607496,0.504415613,0.206125102,0.00063912,0.175972357,1
0.197125839,0.302659727,0.379078381,0.009224049,0.678242342,0.139115151,0.851286392,0.000228326,0.41261639,0.453557471,0.02449331,0.829093737,0.011101532,0.828564597,0.998916167,0.026636821,0.422208897,0.148713608,0.009428545,0.142008344,1
0.214900255,0.307372614,0.374561323,0.004730118,0.801315195,0.059164434,0.899235118,0.003263933,0.466484668,0.51913914,0.037667158,0.84041806,0.000952856,0.927013942,0.997678541,0.026995453,0.541157872,0.100764882,0.003599363,0.174792466,0
0.211307554,0.303749306,0.370475952,0.001050529,0.791188011,0.025123175,0.96961635,0.009144253,0.450348559,0.501846994,0.122796713,0.839793326,0.002979567,0.930005383,0.998726092,0.026719758,0.52333188,0.03038365,0.000811581,0.176983692,0
0.204500331,0.303559089,0.37594809,0.007671965,0.796983664,0.107995828,0.864981709,0.003291382,0.44912982,0.500294448,0.027330285,0.840128616,0.011177156,0.930627066,0.998953489,0.035016475,0.541157872,0.135018291,0.000586367,0.172053432,0
0.213387539,0.303253823,0.379539146,0.010938455,0.796168657,0.15511871,0.83861898,0.000479733,0.469799639,0.521869479,0.022285793,0.840062914,0.006034757,0.931458506,0.999109709,0.037593891,0.541157872,0.16138102,0.003489799,0.174792466,0
0.20903848,0.303287903,0.380692176,0.009653562,0.787381334,0.141907117,0.847900354,0.00079914,0.452493541,0.504523797,0.023867888,0.839225238,0.007471603,0.927159854,0.998931997,0.02640972,0.521260358,0.152099646,0.000797379,0.168808731,0
0.214900255,0.30354362,0.381240172,0.014823225,0.796315229,0.156716409,0.816579496,0.001752992,0.465070931,0.516944162,0.019155337,0.840085104,0.013279489,0.931492791,0.998962386,0.029521363,0.53368949,0.183420504,0.000462601,0.179469892,0
0.201758533,0.30348948,0.378402892,0.01442654,0.779882115,0.181602602,0.818514376,0.002721192,0.446204846,0.496439852,0.019398232,0.838125811,0.02698247,0.919506493,0.998896408,0.02638211,0.51035761,0.181485624,0.000734481,0.166617505,0
0.218682046,0.303558364,0.378353684,0.00983777,0.800854128,0.148560929,0.846479427,0.000547732,0.468873397,0.520852294,0.023616212,0.840511874,0.012523254,0.93566077,0.999016462,0.026792191,0.538268644,0.153520573,0.013890213,0.185158653,0
0.197882197,0.303365972,0.400716422,0.031787633,0.776415176,0.238254257,0.769265653,0.000203372,0.441476137,0.487927619,0.014413089,0.836006475,0.015880938,0.911644843,0.998870526,0.026490579,0.505124291,0.230734347,0.012228501,0.151700308,0
0.211874823,0.303513166,0.37859525,0.011551263,0.799081985,0.15312355,0.834598059,0.001675635,0.466045922,0.516355265,0.021653805,0.840368669,0.021053587,0.932408659,0.999000285,0.028149575,0.541593982,0.165401941,0.000837958,0.20214066,0
0.199300369,0.302403285,0.375778099,0.00635242,0.768002266,0.127546158,0.878737491,0.00079914,0.43196997,0.481449756,0.030808066,0.837845371,0.005308771,0.927314252,0.998968394,0.026471891,0.497764937,0.121262509,0.000604628,0.174033964,0
0.211213009,0.303536369,0.383140267,0.013825587,0.793684606,0.117839477,0.821537624,0.000373057,0.458099742,0.50977033,0.019792887,0.839777663,0.005974258,0.930621986,0.998875032,0.026493712,0.52785652,0.178462376,0.007133799,0.192870086,0
0.209416659,0.303494314,0.37321929,0.006421726,0.791537721,0.127570208,0.877951447,0.003636366,0.453907278,0.506290487,0.030589821,0.839692409,0.022369436,0.92991131,0.998949214,0.026062076,0.528074575,0.122048553,0.00058231,0.177447221,0
0.1987331,0.302370897,0.371504844,0.001826571,0.763822859,0.053841929,0.95090244,0.001251424,0.429434992,0.477220408,0.078282555,0.838248677,0.005641514,0.938764044,0.998847994,0.026791157,0.481519843,0.04909756,0.012672841,0.197842485,0
0.201853077,0.303529602,0.378913982,0.010400423,0.777825186,0.158882371,0.842367808,0.000805378,0.44108614,0.490657958,0.022901559,0.838247791,0.012644252,0.925963761,0.998778204,0.026586365,0.506541648,0.157632192,0.001775334,0.171421348,0
0.219249315,0.303440898,0.385449682,0.023449056,0.800163843,0.207094178,0.786377241,0.002177203,0.496709404,0.549440548,0.015891377,0.840734757,0.048474674,0.93413331,0.999029288,0.028832573,0.552496729,0.213622759,0.001083461,0.174918882,0
0.209889383,0.303498664,0.377834764,0.007454928,0.788984709,0.139642485,0.867067751,0.000499696,0.450982304,0.502703571,0.027817417,0.839454796,0.004401289,0.931412963,0.998773004,0.026691057,0.519570432,0.132932249,0.003725158,0.176225191,0
0.22312565,0.303529602,0.374468499,0.016041547,0.80495807,0.19653446,0.811077184,0.004758655,0.482669527,0.532897907,0.018483406,0.841187694,0.083972352,0.934510763,0.998982953,0.027090443,0.549280419,0.188922816,0.000911,0.174792466,0
0.232296492,0.303376365,0.384972142,0.018771829,0.809510943,0.207914962,0.80046558,0.000101062,0.488714474,0.543551582,0.01729162,0.841953789,0.012205635,0.940368272,0.999303135,0.027091969,0.561327955,0.19953442,0.017396244,0.186675656,0
0.237118276,0.303499873,0.385312123,0.015346666,0.814737146,0.193832614,0.814160897,0.000205867,0.487641983,0.540285883,0.018853683,0.842366936,0.023034923,0.941313897,0.999169562,0.02679996,0.558329699,0.185839103,0.001736784,0.18941469,0
0.208943935,0.303491413,0.37729236,0.00995176,0.787393478,0.1601361,0.845632917,0.002297604,0.454248525,0.500936881,0.023465355,0.839213583,0.011071283,0.929271551,0.998912007,0.026622352,0.517117314,0.154367083,0.000904913,0.166996755,0
